sent_nr,word_pos,item,word,original word,parameters_pos_0.025_20_nwp_model_1_1000,parameters_pos_0.025_20_nwp_model_1_10000,parameters_pos_0.025_20_nwp_model_1_11711340,parameters_pos_0.025_20_nwp_model_1_3000,parameters_pos_0.025_20_nwp_model_1_30000
47,13,4713,NN,NN,0.5775,0.3803,0.9933,0.7995,1.1203
47,14,4714,IN,IN,0.9847,1.1942,1.4164,1.2823,1.2704
47,15,4715,JJ,JJ,3.6875,2.9362,2.2985,2.3842,2.5386
47,16,4716,NN,NN,0.5625,0.3772,0.9091,0.781,1.1715
47,17,4717,.,.,2.0191,1.8091,1.2526,1.8531,1.7706
48,1,4801,NN,NN,2.8842,3.6947,3.3387,3.8093,3.6135
48,2,4802,NNS,NNS,3.17,3.1195,2.3984,2.5906,2.3646
48,3,4803,VBP,VBP,2.5483,1.3945,1.004,1.5615,1.7218
48,4,4804,RB,RB,3.2073,2.3197,1.7952,2.272,2.4845
48,5,4805,VBN,VBN,1.7407,1.1587,0.5705,2.0098,1.0216
48,6,4806,IN,IN,0.9333,0.6432,0.7404,0.64,0.5258
48,7,4807,NNS,NNS,4.0869,2.7184,2.515,2.2786,2.8162
48,8,4808,IN,IN,1.6469,1.0741,1.4565,1.4938,0.9932
48,9,4809,NN,NN,2.5348,2.1523,1.9795,2.2681,2.2996
48,10,4810,NN,NN,2.8006,2.1775,2.2937,2.5058,2.4641
48,11,4811,WDT,WDT,5.471,4.9542,4.7401,4.6743,4.75
48,12,4812,VBP,VBP,3.6955,0.5922,0.368,1.0606,0.553
48,13,4813,JJ,JJ,2.3785,2.4096,2.0672,2.6426,2.4829
48,14,4814,NN,NN,1.1575,1.2451,2.068,0.77,1.713
48,15,4815,",",",",1.8549,1.6429,2.3807,1.8463,1.6921
48,16,4816,NNS,NNS,3.7151,2.5626,3.7776,2.9578,3.0744
48,17,4817,VBP,VBP,4.5696,3.0016,3.1143,2.4924,2.8326
48,18,4818,.,.,1.8927,4.8473,4.7328,4.3708,4.3843
49,1,4901,JJ,JJ,3.993,3.9098,3.3057,3.9126,3.847
49,2,4902,NNS,NNS,1.4205,1.1602,0.9927,0.92,0.8014
49,3,4903,IN,IN,1.7314,1.6228,1.7299,1.4553,1.2612
49,4,4904,DT,DT,0.4508,0.4706,0.7922,0.9772,0.5604
49,5,4905,JJ,JJ,2.2079,1.5839,1.8472,1.4851,1.3868
49,6,4906,NN,NN,0.617,0.3938,0.4223,0.712,0.5931
49,7,4907,VBP,VBP,5.9035,3.6112,1.408,3.753,3.6929
49,8,4908,VBN,VBN,1.6701,1.3931,1.1344,0.9935,1.2295
49,9,4909,RP,RP,5.6375,5.5681,5.0645,4.744,4.4957
49,10,4910,VBN,VBN,2.4631,3.1457,4.7589,3.3434,2.9354
49,11,4911,IN,IN,0.6265,0.6585,0.7798,0.69,0.5594
49,12,4912,JJ,JJ,3.4369,2.693,1.9964,2.2359,2.1525
49,13,4913,NN,NN,0.65,0.6249,0.9954,0.7394,1.2362
49,14,4914,NNS,NNS,3.2805,2.6168,2.0579,2.6258,2.1582
49,15,4915,",",",",1.5418,1.7859,1.4537,1.9062,1.4763
49,16,4916,VBG,VBG,1.3627,3.016,1.9873,2.6121,2.7162
49,17,4917,NNS,NNS,2.6717,2.2272,2.3603,2.4824,2.2732
49,18,4918,CC,CC,2.7078,2.2484,1.6008,2.4828,1.9804
49,19,4919,RB,RB,3.1848,3.825,4.4368,3.3843,3.1001
49,20,4920,RBR,RBR,5.8638,5.0141,5.117,5.8595,4.4005
49,21,4921,JJ,JJ,1.7707,1.0352,0.4195,1.1625,0.9748
49,22,4922,NNS,NNS,1.9124,1.2608,1.7561,1.2343,1.2753
49,23,4923,TO,TO,5.715,4.1922,4.4364,4.3492,4.1805
49,24,4924,VB,VB,0.0014,0.0284,0.0098,0.0052,0.0107
49,25,4925,PRP,PRP,2.8817,3.8258,3.4277,3.9621,3.2628
49,26,4926,VB,VB,2.9413,3.3599,4.1897,4.6819,4.0463
49,27,4927,.,.,1.9666,3.8247,1.9292,2.2726,2.8142
50,1,5001,JJS,JJS,6.0037,6.6489,6.159,5.2051,5.9774
50,2,5002,VBP,VBP,4.3435,4.6829,3.261,5.0011,4.6697
50,3,5003,JJ,JJ,2.9649,2.7052,2.1168,2.8136,2.5112
50,4,5004,",",",",3.8641,3.3083,2.593,4.917,2.6959
50,5,5005,JJ,JJ,3.8213,2.4501,1.3891,2.8133,2.4719
50,6,5006,NNS,NNS,1.2709,1.1549,1.7678,0.93,1.265
50,7,5007,CC,CC,3.1511,2.4754,1.9004,2.4515,1.9837
50,8,5008,RB,RB,3.4194,3.8326,3.7869,3.943,3.1264
50,9,5009,NNS,NNS,4.0182,3.8076,4.3353,3.4318,4.784
50,10,5010,.,.,2.0626,2.347,1.3638,2.9549,1.8831
51,1,5101,DT,DT,0.8294,0.9906,1.3371,1.3828,1.3407
51,2,5102,NN,NN,0.3621,0.6543,0.7459,0.8744,0.7793
51,3,5103,IN,IN,1.3797,1.257,1.7318,1.5084,1.2372
51,4,5104,DT,DT,0.5801,0.4501,0.768,1.0729,0.6038
51,5,5105,NN,NN,0.6685,0.5692,0.6377,1.1815,0.7012
51,6,5106,NNS,NNS,3.3202,4.342,4.3171,3.1739,3.7318
51,7,5107,RB,RB,4.4117,4.7724,3.5156,4.5802,4.3143
51,8,5108,.,.,2.7792,4.9964,5.9854,3.3827,4.84
52,1,5201,DT,DT,0.8294,0.9906,1.3371,1.3828,1.3407
52,2,5202,VBZ,VBZ,6.7247,5.199,4.1932,6.0094,4.5577
52,3,5203,DT,DT,1.2587,1.1965,1.5182,1.275,1.6704
52,4,5204,NN,NN,0.4014,0.6133,0.814,0.8483,0.7179
52,5,5205,VBZ,VBZ,2.9384,2.5525,4.9698,4.3218,3.9287
52,6,5206,TO,TO,4.9369,3.8819,3.6026,3.3393,4.0151
52,7,5207,VB,VB,0.0125,0.0151,0.0164,0.0232,0.0036
52,8,5208,JJ,JJ,2.4233,3.0219,2.7085,1.9751,2.901
52,9,5209,RB,RB,5.2628,6.2312,4.9192,6.0692,5.9992
52,10,5210,IN,IN,1.9416,1.9077,1.3917,1.8687,1.7549
52,11,5211,NNS,NNS,4.3052,3.0323,3.2011,2.6616,3.4099
52,12,5212,TO,TO,5.4699,4.0138,4.0437,3.8508,4.2965
52,13,5213,VB,VB,0.0023,0.022,0.0128,0.0034,0.0085
52,14,5214,RP,RP,5.0284,5.2809,3.7816,3.6417,3.8489
52,15,5215,IN,IN,2.2366,1.5608,1.4583,1.4914,1.2627
52,16,5216,RB,RB,4.9843,5.839,4.7898,5.0846,4.7684
52,17,5217,VBG,VBG,3.5432,3.1114,2.9681,3.5481,3.4694
52,18,5218,JJ,JJ,2.2076,3.0899,2.6377,2.3946,3.0741
52,19,5219,IN,IN,2.7467,2.7384,2.8346,3.4696,1.9109
52,20,5220,DT,DT,0.5019,0.5013,0.9558,1.1714,0.7342
52,21,5221,NN,NN,0.4445,0.5159,0.5754,1.0398,0.6255
52,22,5222,.,.,0.7739,1.536,0.8486,0.9144,1.1543
53,1,5301,DT,DT,0.8294,0.9906,1.3371,1.3828,1.3407
53,2,5302,NN,NN,0.3621,0.6543,0.7459,0.8744,0.7793
53,3,5303,IN,IN,1.3797,1.257,1.7318,1.5084,1.2372
53,4,5304,NN,NN,2.9598,2.6299,2.3644,3.0587,3.0315
53,5,5305,NN,NN,2.3561,2.5611,2.2351,2.5022,2.8935
53,6,5306,VBZ,VBZ,3.7935,2.3176,1.8038,2.5223,1.9305
53,7,5307,VBG,VBG,2.8504,4.5706,4.722,3.7606,4.3512
53,8,5308,",",",",4.6323,4.1203,3.4802,3.9535,4.1493
53,9,5309,IN,IN,2.5773,2.3011,1.7315,1.9173,1.9826
53,10,5310,DT,DT,0.6027,0.4915,1.1217,1.137,0.6868
53,11,5311,NN,NN,0.5864,0.5404,0.6433,0.9135,0.7413
53,12,5312,VBZ,VBZ,4.2722,3.1185,1.3558,4.4659,3.3526
53,13,5313,PRP,PRP,3.3352,3.9268,4.4617,4.3257,3.9912
53,14,5314,CC,CC,4.7143,3.8605,3.3573,3.4326,3.4982
53,15,5315,RB,RB,3.6198,3.4252,2.8099,3.6338,2.7331
53,16,5316,.,.,2.9159,3.4126,2.9568,3.3283,2.5272
54,1,5401,DT,DT,0.8294,0.9906,1.3371,1.3828,1.3407
54,2,5402,NN,NN,0.3621,0.6543,0.7459,0.8744,0.7793
54,3,5403,IN,IN,1.3797,1.257,1.7318,1.5084,1.2372
54,4,5404,NN,NN,2.9598,2.6299,2.3644,3.0587,3.0315
54,5,5405,MD,MD,5.7756,4.5028,4.0194,5.042,4.5527
54,6,5406,VB,VB,0.2033,0.0612,0.1435,0.0794,0.0253
54,7,5407,RB,RB,3.6923,3.9646,3.0699,3.4106,3.3966
54,8,5408,IN,IN,2.0376,2.7566,1.5343,2.4499,2.0492
54,9,5409,NNS,NNS,4.3298,3.1149,3.3377,2.5879,3.693
54,10,5410,IN,IN,1.5783,0.8631,1.0994,1.4665,0.9554
54,11,5411,NN,NN,2.5921,2.3771,2.0071,2.7459,2.4876
54,12,5412,NN,NN,2.9213,2.268,2.4584,2.6194,2.4326
54,13,5413,VBP,VBP,6.4758,5.5509,6.2089,4.6227,4.9291
54,14,5414,VBG,VBG,3.9165,4.2687,4.0166,4.2802,4.5939
54,15,5415,CC,CC,4.571,4.7217,4.0631,4.4185,4.0164
54,16,5416,JJ,JJ,2.2954,2.1659,2.2026,1.824,1.5554
54,17,5417,NN,NN,0.6928,0.7275,1.5175,0.7503,1.6338
54,18,5418,NN,NN,2.712,1.9475,2.5569,2.6573,2.5209
54,19,5419,VBZ,VBZ,4.8781,3.82,5.3518,4.5093,4.3365
54,20,5420,VBG,VBG,3.1007,4.4032,4.114,3.7126,4.1548
54,21,5421,.,.,3.8063,4.0105,2.7973,3.5648,3.5012
55,1,5501,NNS,NNS,3.7716,4.7896,3.6664,4.0274,3.9084
55,2,5502,CC,CC,3.6567,3.0576,3.4699,3.702,2.9085
55,3,5503,NN,NN,2.0122,1.5201,1.9294,2.6639,1.9695
55,4,5504,NNS,NNS,2.7818,2.3677,1.3692,2.4436,1.4794
55,5,5505,VBP,VBP,2.4209,0.7917,0.863,1.099,1.2445
55,6,5506,IN,IN,2.1599,1.9198,2.1846,2.1611,1.9624
55,7,5507,DT,DT,0.5785,0.5681,0.9578,1.0881,0.8756
55,8,5508,NN,NN,0.5524,0.6077,0.7298,0.9669,0.7582
55,9,5509,IN,IN,1.4058,1.3915,0.8855,1.2472,1.1859
55,10,5510,NN,NN,2.732,2.066,1.9897,2.2895,2.3283
55,11,5511,.,.,1.7897,2.881,1.8252,2.1057,2.5219
56,1,5601,DT,DT,0.8294,0.9906,1.3371,1.3828,1.3407
56,2,5602,NN,NN,0.3621,0.6543,0.7459,0.8744,0.7793
56,3,5603,NN,NN,2.4465,2.5839,2.8334,2.3977,3.1066
56,4,5604,VBZ,VBZ,1.9329,2.0157,1.7468,2.1051,1.6313
56,5,5605,VBG,VBG,3.4559,4.7629,4.9228,3.725,4.3749
56,6,5606,RB,RB,3.4975,4.2243,2.9043,2.7907,3.2827
56,7,5607,",",",",2.7931,3.8356,2.6313,3.3979,3.0551
56,8,5608,VBG,VBG,1.9372,2.4383,1.8736,2.237,2.722
56,9,5609,RB,RB,3.3326,4.2576,3.4951,3.1386,3.2318
56,10,5610,JJR,JJR,6.7385,4.8189,4.9517,5.7798,5.3807
56,11,5611,NN,NN,2.0674,1.2431,2.2874,1.396,2.0912
56,12,5612,",",",",2.34,2.2639,1.7221,2.3053,1.9445
56,13,5613,CC,CC,2.3314,1.7284,0.8031,2.1458,1.0459
56,14,5614,DT,DT,1.919,1.3906,1.9684,1.7712,1.8833
56,15,5615,NN,NN,0.604,0.5686,0.6576,0.8404,0.695
56,16,5616,IN,IN,1.0382,0.987,1.3928,0.9531,1.0559
56,17,5617,JJ,JJ,3.5091,2.9028,1.947,2.0486,2.834
56,18,5618,NN,NN,0.5944,0.3984,0.7083,0.5761,0.7593
56,19,5619,VBZ,VBZ,4.6701,3.1553,3.0208,5.0727,3.565
56,20,5620,JJ,JJ,2.4558,2.7342,2.3897,2.0737,2.6871
56,21,5621,.,.,3.1309,3.6111,1.0495,4.5323,3.0135
57,1,5701,CD,CD,3.7372,4.6541,3.8793,4.1674,3.2139
57,2,5702,JJ,JJ,3.4647,3.1521,2.7224,3.812,3.3127
57,3,5703,JJ,JJ,2.9746,3.5374,2.5495,3.0511,3.4232
57,4,5704,NNS,NNS,1.0019,1.2439,0.6149,1.1008,1.0026
57,5,5705,VBP,VBP,2.9857,2.297,1.5917,2.2489,2.8602
57,6,5706,NNS,NNS,2.99,3.4574,3.8852,3.3653,3.798
57,7,5707,VBN,VBN,2.9672,3.7541,2.7492,4.9224,2.9579
57,8,5708,JJ,JJ,3.373,3.3006,3.8624,3.5783,3.7291
57,9,5709,IN,IN,2.9525,2.2923,0.8781,3.5233,2.077
57,10,5710,JJ,JJ,3.5612,2.4879,2.115,2.1091,2.5492
57,11,5711,NN,NN,0.927,0.9625,1.048,0.7815,1.5123
57,12,5712,VBN,VBN,4.7195,4.2073,4.0688,5.4673,4.1052
57,13,5713,IN,IN,0.6765,0.7076,0.5602,0.7395,0.5152
57,14,5714,NNS,NNS,4.096,2.8114,2.9273,2.5063,2.9807
57,15,5715,IN,IN,1.7559,1.3288,1.7671,1.552,1.4388
57,16,5716,PRP$,PRP$,3.4688,3.9853,3.4814,3.6675,3.4755
57,17,5717,NNS,NNS,2.4614,1.7589,1.6417,1.7722,1.9388
57,18,5718,.,.,0.8606,1.8717,0.6922,1.5823,1.1589
58,1,5801,CD,CD,3.7372,4.6541,3.8793,4.1674,3.2139
58,2,5802,VBZ,VBZ,4.3141,3.5338,4.1881,5.0105,4.4151
58,3,5803,DT,DT,0.7745,1.1059,1.4757,1.052,1.6716
58,4,5804,JJ,JJ,1.689,1.0552,0.9371,0.9436,1.1835
58,5,5805,NNP,NNP,4.2038,4.3195,3.4791,3.4992,3.2493
58,6,5806,JJ,JJ,4.5324,3.6621,3.9708,4.9365,4.1907
58,7,5807,NN,NN,0.5825,0.2262,0.2958,0.4822,0.5692
58,8,5808,VBG,VBG,4.1677,4.7269,4.2337,5.638,4.7512
58,9,5809,TO,TO,5.5604,4.1085,4.4301,3.6619,4.3957
58,10,5810,VB,VB,0.0069,0.0095,0.0119,0.0089,0.0226
58,11,5811,NN,NN,3.3059,3.0147,2.7208,2.9963,3.1565
58,12,5812,IN,IN,0.9058,1.0099,1.0999,1.2655,0.8281
58,13,5813,PRP$,PRP$,3.2846,3.2887,2.9233,3.2745,3.4877
58,14,5814,NN,NN,0.3918,0.402,0.6128,0.9792,0.6289
58,15,5815,VBZ,VBZ,4.9036,3.7359,4.4863,5.182,4.533
58,16,5816,PRP,PRP,3.4136,3.5769,3.4636,4.2365,3.0022
58,17,5817,RB,RB,3.138,3.5945,2.9314,3.7453,3.3296
58,18,5818,.,.,2.9,2.6786,2.1222,2.2148,2.226
59,1,5901,CD,CD,3.7372,4.6541,3.8793,4.1674,3.2139
59,2,5902,NN,NN,2.5311,2.2934,1.8923,2.7334,1.935
59,3,5903,IN,IN,1.38,1.5327,1.7739,1.7176,1.264
59,4,5904,NN,NN,2.9302,2.9945,2.6517,3.2429,3.1479
59,5,5905,VBZ,VBZ,3.8181,3.1193,2.9067,3.0806,3.6239
59,6,5906,IN,IN,2.1666,2.0257,1.9605,1.8439,1.8679
59,7,5907,PRP,PRP,2.9918,4.4242,3.7292,4.6425,4.5875
59,8,5908,VBP,VBP,3.969,2.383,2.447,1.6814,2.407
59,9,5909,TO,TO,4.3033,3.9503,3.2266,3.2281,3.7889
59,10,5910,VB,VB,0.0043,0.0184,0.0106,0.0142,0.0517
59,11,5911,DT,DT,0.8495,0.7225,1.5734,1.4696,1.4735
59,12,5912,NNS,NNS,3.0776,3.0907,3.3113,2.263,2.7269
59,13,5913,PRP,PRP,5.9383,4.8292,4.5156,6.5708,5.8207
59,14,5914,VBD,VBD,1.2702,1.699,2.0696,1.9962,2.886
59,15,5915,.,.,4.6743,4.6565,3.3944,3.0575,4.1657
60,1,6001,NN,NN,2.8842,3.6947,3.3387,3.8093,3.6135
60,2,6002,VBZ,VBZ,1.8936,1.8125,2.241,1.7882,2.0027
60,3,6003,VBN,VBN,2.3466,1.2994,1.399,2.117,1.4286
60,4,6004,IN,IN,0.6968,0.3763,0.5637,0.4699,0.4793
60,5,6005,DT,DT,0.6377,0.4975,0.797,1.0759,0.7493
60,6,6006,NN,NN,0.5821,0.5298,0.7467,0.9492,0.7477
60,7,6007,.,.,1.9555,3.0762,3.5638,2.3182,3.1349
61,1,6101,IN,IN,2.4698,1.5539,1.5848,1.9561,1.5925
61,2,6102,JJ,JJ,3.8754,3.6698,3.1516,3.285,3.5016
61,3,6103,NNS,NNS,1.2624,1.4729,1.1708,0.7289,0.9758
61,4,6104,IN,IN,1.6121,1.6712,1.6528,1.9533,1.1476
61,5,6105,DT,DT,0.4516,0.4369,0.8637,1.1171,0.562
61,6,6106,NNS,NNS,3.0598,2.6931,2.7462,2.1332,2.624
61,7,6107,",",",",0.9287,1.8141,0.993,1.2274,1.4545
61,8,6108,NNS,NNS,3.5027,4.0755,2.9798,3.3357,3.6669
61,9,6109,VBP,VBP,3.5834,1.9177,1.5386,1.7897,1.8606
61,10,6110,PRP,PRP,2.9969,3.5079,4.8484,3.974,4.5299
61,11,6111,IN,IN,3.8082,2.1431,1.3669,3.7177,2.7499
61,12,6112,IN,IN,4.707,3.7558,3.5518,4.8307,4.0329
61,13,6113,DT,DT,0.5199,0.6321,1.0596,0.9939,0.8542
61,14,6114,NN,NN,0.4224,0.6192,0.7198,0.9773,0.7979
61,15,6115,TO,TO,4.7585,3.9333,3.6203,3.664,4.4544
61,16,6116,VB,VB,0.0021,0.0205,0.0137,0.0162,0.0072
61,17,6117,IN,IN,2.6812,2.3058,1.7176,2.5072,1.8162
61,18,6118,DT,DT,0.5713,0.5661,0.9538,1.0441,1.0445
61,19,6119,NN,NN,0.3749,0.56,0.5699,1.0281,0.6379
61,20,6120,.,.,1.1357,1.6932,1.0169,1.0845,1.3143
62,1,6201,IN,IN,2.4698,1.5539,1.5848,1.9561,1.5925
62,2,6202,JJ,JJ,3.8754,3.6698,3.1516,3.285,3.5016
62,3,6203,NNS,NNS,1.2624,1.4729,1.1708,0.7289,0.9758
62,4,6204,",",",",0.7183,1.1709,0.7357,1.2081,0.9059
62,5,6205,PRP,PRP,1.8421,2.0825,2.2296,3.3108,2.962
62,6,6206,VBP,VBP,3.2376,2.1712,2.6592,1.4516,1.8917
62,7,6207,IN,IN,2.1444,1.9763,2.1215,2.5088,2.0316
62,8,6208,PRP$,PRP$,3.49,3.1735,3.1852,2.6817,3.2056
62,9,6209,NN,NN,0.3549,0.4987,0.7234,0.8761,0.708
62,10,6210,TO,TO,4.8813,3.815,3.1648,3.8954,4.6966
62,11,6211,VB,VB,0.0071,0.0192,0.0145,0.0093,0.0062
62,12,6212,VB,VB,3.8915,5.1723,5.3374,3.8535,5.4165
62,13,6213,PRP$,PRP$,3.6353,2.7109,2.9377,2.4174,3.0263
62,14,6214,NNS,NNS,3.0781,1.851,1.7529,1.3373,2.201
62,15,6215,.,.,1.0432,1.847,1.1009,1.8881,1.5466
63,1,6301,NNS,NNS,3.7716,4.7896,3.6664,4.0274,3.9084
63,2,6302,VBP,VBP,2.4984,1.5867,1.6511,1.4495,1.4338
63,3,6303,JJ,JJ,2.8269,2.5307,2.2827,2.4145,2.4942
63,4,6304,PRP,PRP,5.0279,6.6149,6.3991,7.5368,6.4495
63,5,6305,.,.,4.4215,3.8283,3.7069,5.4283,4.5765
64,1,6401,PRP,PRP,2.3193,1.9342,2.2211,2.4535,2.3022
64,2,6402,VBP,VBP,3.4896,3.1816,2.6522,1.8598,2.3547
64,3,6403,JJ,JJ,2.7526,2.7772,2.675,2.8502,2.6796
64,4,6404,JJ,JJ,2.0303,2.9602,2.8633,2.6127,2.8871
64,5,6405,NNS,NNS,1.3344,1.2937,1.6189,0.9654,1.3706
64,6,6406,",",",",2.1085,2.3596,1.8095,1.9914,1.9648
64,7,6407,VBP,VBP,4.9612,5.0151,5.7828,4.195,4.6067
64,8,6408,",",",",3.8119,4.8581,4.4834,5.028,4.4631
64,9,6409,VBP,VBP,5.29,5.1878,5.2188,4.2455,4.6133
64,10,6410,NN,NN,2.5379,3.2492,3.6298,3.3878,3.702
64,11,6411,CC,CC,2.7611,2.5592,2.0102,2.6811,2.071
64,12,6412,VB,VB,3.093,3.6781,2.3659,3.4906,2.3757
64,13,6413,PRP$,PRP$,3.6332,3.3607,3.612,3.2084,3.8454
64,14,6414,JJ,JJ,1.9618,1.5142,1.408,1.0904,1.2736
64,15,6415,.,.,2.6763,3.5084,3.8752,4.5255,3.7057
65,1,6501,DT,DT,0.8294,0.9906,1.3371,1.3828,1.3407
65,2,6502,JJ,JJ,1.9708,1.5923,1.5502,1.4596,1.3536
65,3,6503,NN,NN,0.4523,0.2944,0.3674,0.5503,0.4244
65,4,6504,IN,IN,1.1149,1.2908,1.2858,1.4788,1.2662
65,5,6505,NNS,NNS,4.4318,3.6209,3.0621,3.1288,4.1112
65,6,6506,VBP,VBP,3.6576,1.808,2.313,1.8885,1.8523
65,7,6507,IN,IN,2.1479,1.9215,2.2943,2.5946,2.0434
65,8,6508,NNS,NNS,4.349,2.6776,2.7544,2.0896,2.96
65,9,6509,WDT,WDT,5.0472,3.9873,3.2149,4.1933,3.3441
65,10,6510,NN,NN,3.0433,4.2535,5.0029,4.1073,5.1071
65,11,6511,IN,IN,1.1695,1.3488,2.1504,1.2644,1.3876
65,12,6512,DT,DT,0.5521,0.5947,0.9736,1.1502,0.7943
65,13,6513,NN,NN,0.5066,0.6668,0.6231,0.9193,0.7933
65,14,6514,.,.,1.203,2.4305,3.1615,1.5538,2.3471
66,1,6601,CC,CC,5.6386,5.551,5.066,5.6831,4.7274
66,2,6602,RB,RB,3.5449,3.676,2.5797,3.4745,2.7625
66,3,6603,DT,DT,2.8112,2.22,2.3007,2.5406,2.3418
66,4,6604,VBP,VBP,6.4596,7.0665,5.0893,6.8048,5.5485
66,5,6605,VBN,VBN,2.0325,1.5665,2.0898,1.808,1.7164
66,6,6606,IN,IN,0.5602,0.5599,0.8348,0.6306,0.4873
66,7,6607,NNS,NNS,4.2955,3.0333,2.8673,2.8071,3.549
66,8,6608,WDT,WDT,5.1562,4.075,3.3763,4.1454,3.9208
66,9,6609,VBP,VBP,3.5472,0.5531,0.1933,1.2605,0.2473
66,10,6610,DT,DT,2.2345,1.5313,2.1173,1.7526,1.9062
66,11,6611,JJ,JJ,1.5696,1.437,1.2077,1.2353,1.2174
66,12,6612,NN,NN,0.7116,0.5689,0.4128,0.6408,1.0092
66,13,6613,.,.,1.5086,2.3039,1.9195,1.58,2.0465
67,1,6701,TO,TO,6.5646,6.2104,6.0419,6.6252,6.2828
67,2,6702,VB,VB,0.1478,0.0107,0.01,0.0831,0.0058
67,3,6703,NNP,NNP,3.0115,2.9046,2.7206,2.7827,2.4809
67,4,6704,NN,NN,2.8234,3.0813,3.3843,2.9741,3.2387
67,5,6705,VBZ,VBZ,2.9235,3.5186,3.9639,3.0473,4.1158
67,6,6706,TO,TO,5.3268,3.552,3.1807,3.3379,3.7705
67,7,6707,VB,VB,0.0225,0.0203,0.0074,0.0199,0.0094
67,8,6708,WRB,WRB,5.8576,6.8101,5.5898,4.8516,5.5436
67,9,6709,JJ,JJ,2.8822,3.9144,3.1585,2.7895,3.0355
67,10,6710,MD,MD,6.5591,7.3602,6.2417,7.7368,7.2481
67,11,6711,VB,VB,0.1688,0.0953,0.0794,0.0372,0.0201
67,12,6712,DT,DT,0.9949,0.737,1.9034,1.5216,1.5153
67,13,6713,NN,NN,0.4378,0.4847,0.527,0.9052,0.6753
67,14,6714,.,.,1.7185,2.5286,2.0063,1.5674,2.1009
68,1,6801,NNS,NNS,3.7716,4.7896,3.6664,4.0274,3.9084
68,2,6802,IN,IN,1.6077,1.1082,1.4638,1.5904,1.2685
68,3,6803,JJ,JJ,3.8431,3.231,2.4147,3.0284,2.8367
68,4,6804,",",",",2.1294,2.7756,4.3578,3.4561,3.1858
68,5,6805,JJ,JJ,3.4287,2.9097,1.6757,2.505,2.2359
68,6,6806,CC,CC,4.4432,3.7949,2.8435,5.3849,3.2883
68,7,6807,JJ,JJ,2.432,1.8654,0.2888,1.9953,1.0184
68,8,6808,NN,NN,1.0029,1.0066,1.2258,0.9495,1.5696
68,9,6809,VBP,VBP,5.9469,3.2948,1.7829,3.9534,3.4783
68,10,6810,VBN,VBN,1.9049,1.3411,1.0774,1.3091,1.2982
68,11,6811,NNPS,NNPS,5.3843,8.3901,9.5001,7.285,9.2032
68,12,6812,JJ,JJ,3.1145,3.7889,4.4212,4.1632,4.8053
68,13,6813,CC,CC,4.3398,3.1038,2.2429,4.336,2.445
68,14,6814,NNS,NNS,2.9287,2.2237,2.737,2.053,2.8464
68,15,6815,VBG,VBG,5.1062,3.8368,4.1618,4.3666,3.7635
68,16,6816,IN,IN,2.8063,1.712,1.5799,1.7012,1.354
68,17,6817,NN,NN,2.6672,2.1066,2.0995,2.0736,2.2649
68,18,6818,IN,IN,1.2837,1.496,2.0166,1.5212,1.5467
68,19,6819,JJ,JJ,3.2536,2.5488,1.9986,2.0005,2.1444
68,20,6820,JJ,JJ,2.8537,3.134,2.5545,2.9147,3.3022
68,21,6821,NN,NN,1.003,1.1507,1.0395,0.8204,1.5305
68,22,6822,.,.,0.9187,1.956,0.8805,1.6187,1.5695
69,1,6901,NNP,NNP,1.924,1.9819,1.7314,1.0647,1.6792
69,2,6902,VBZ,VBZ,2.9554,2.1684,2.4743,2.5833,1.9944
69,3,6903,VBN,VBN,2.8475,1.5542,1.6782,2.7122,1.8321
69,4,6904,PRP,PRP,4.2037,5.2791,5.0422,5.0414,5.1195
69,5,6905,IN,IN,2.6286,1.8406,1.1056,2.2596,1.555
69,6,6906,DT,DT,0.6466,0.5352,0.8262,0.9257,0.9016
69,7,6907,NN,NN,0.4835,0.525,0.8826,1.0136,0.7308
69,8,6908,IN,IN,1.3215,1.0977,0.9419,1.3574,0.9794
69,9,6909,DT,DT,0.6769,0.5778,1.0307,1.1186,0.8336
69,10,6910,NN,NN,0.5901,0.5368,0.7731,0.9553,0.7211
69,11,6911,IN,IN,1.3108,1.1526,1.2256,1.3818,1.0503
69,12,6912,NN,NN,2.5255,2.3272,2.3774,2.6883,2.631
69,13,6913,NN,NN,2.5396,2.0551,2.4508,2.2318,2.5774
69,14,6914,.,.,1.4362,2.3497,1.3994,1.3165,2.2154
70,1,7001,PRP,PRP,2.3193,1.9342,2.2211,2.4535,2.3022
70,2,7002,VBZ,VBZ,0.7019,1.208,1.7221,2.0485,1.1569
70,3,7003,DT,DT,0.8323,1.2993,1.5996,1.3029,1.5512
70,4,7004,NN,NN,0.4004,0.6135,0.8644,0.9521,0.774
70,5,7005,IN,IN,1.0858,0.7728,0.5632,1.0664,0.533
70,6,7006,RB,RB,4.5367,5.3916,4.9284,4.558,4.6077
70,7,7007,IN,IN,2.0793,2.1486,2.3528,1.9755,1.6232
70,8,7008,JJ,JJ,3.9208,3.0156,2.5895,2.2383,2.8597
70,9,7009,NN,NN,0.5602,0.3873,0.9886,0.6041,0.8292
70,10,7010,.,.,1.6772,2.429,1.6356,1.4774,2.1913
71,1,7101,DT,DT,0.8294,0.9906,1.3371,1.3828,1.3407
71,2,7102,VBZ,VBZ,6.7247,5.199,4.1932,6.0094,4.5577
71,3,7103,VBN,VBN,1.5768,1.2993,1.6434,2.1326,1.554
